avg_monthly_hrs,department,last_evaluation,n_projects,salary,satisfaction,status,tenure,Agency,EmployeeName,age,rating,salary,fname,lname
148,sales,0.772889697,3,high,0.873527533,Employed,4,"Sherman, New York",AMY MURPHY,39,4,106359,AMY,MURPHY
181,procurement,0.754321979,4,medium,0.585344283,Employed,3,"Lewisville, Georgia",KYLE BERNSTEIN,46,2.3,106349,KYLE,BERNSTEIN
98,support,,3,medium,0.805295471,Employed,3,"Jupiter, Georgia",MAX FLORES,24,4.8,106348,MAX,FLORES
188,support,1,3,medium,0.588183202,Employed,5,"Boise City, California",RONALD RAMIRO,35,4.7,106346,RONALD,RAMIRO
231,engineering,0.714207424,3,medium,0.649351328,Employed,4,"La Quinta, Texas",LISA WAYNE,27,4.3,106337,LISA,WAYNE
267,sales,,4,low,0.698509136,Employed,2,"Dothan, California",MARIESA DUGGAN,36,4.5,106336,MARIESA,DUGGAN
258,finance,0.986695147,4,low,0.895140423,Left,5,"Glendale, New Jersey",DANNY CONKLIN,26,4.3,106333,DANNY,CONKLIN
187,sales,0.614309396,4,low,0.528819298,Employed,3,"Schenectady, Indiana",LEOPOLDO RAFAEL-JR,47,3,106332,LEOPOLDO,RAFAEL-JR
231,product,0.640544348,3,low,0.754319789,Employed,2,"Logan, Wisconsin",DERMOTT SULLIVAN,36,4.6,106332,DERMOTT,SULLIVAN
154,support,0.5391808,2,low,0.45948273,Left,3,"San Antonio, North Carolina",COLLIN LEE,37,4.5,106326,COLLIN,LEE
160,engineering,0.707878306,5,medium,0.926142542,Employed,3,"Kingsport, California",CRAIG SRABIAN,26,4.2,106318,CRAIG,SRABIAN
175,IT,,3,low,0.513709924,Employed,3,"West Des Moines, California",ZAHID KHAN,48,2.7,106315,ZAHID,KHAN
266,engineering,,5,low,0.55707505,Employed,3,"Sandy Springs, Texas",DEOGRACIAS LAUDENCIA,47,3.9,106302,DEOGRACIAS,LAUDENCIA
104,,0.428624316,3,medium,0.596289791,Employed,2,"Plantation, Florida",REFUGIO GARCIA,32,4,106299,REFUGIO,GARCIA
235,sales,0.983863093,5,low,0.874798402,Employed,4,"Bryan, Alabama",KATHLEEN MONICOKLEIN,22,4.3,106297,KATHLEEN,MONICOKLEIN
160,sales,,4,medium,0.78888306,Employed,3,"Coral Springs, Indiana",ELISA NG,38,4.2,106296,ELISA,NG
196,,0.854452203,3,low,0.895101527,Employed,3,"Evansville, Minnesota",FREDDIE WONG,45,1.6,106296,FREDDIE,WONG
132,management,,2,low,0.389295455,Left,3,"Wilkes-Barre, New York",MAJID AYYOUB,44,3.3,106296,MAJID,AYYOUB
134,sales,0.792035057,4,medium,0.619609854,Employed,3,"Harrisburg, California",PRESTER WILSON,35,4.3,106296,PRESTER,WILSON
145,sales,0.471145265,2,low,0.342744979,Left,3,"San Antonio, California",JOHN GREGSON,41,2.4,106287,JOHN,GREGSON
189,sales,1,3,low,0.57071599,Employed,3,"Lawrence, Florida",LARRY NAPATA,47,1.4,106286,LARRY,NAPATA
110,temp,,2,medium,,Employed,,"Tinley Park, Texas",WAYNE CHU,30,4.8,106286,WAYNE,CHU
160,support,1,4,low,0.706241655,Employed,2,"Wilkes-Barre, California",CYNTHIA LA FRANCA,30,4.3,106278,CYNTHIA,LA
192,engineering,0.822443661,5,low,0.829503793,Employed,2,"Fairfield, California",IRENE WONG,33,4.9,106270,IRENE,WONG
281,marketing,0.885471827,6,low,0.141493834,Employed,3,"Huntington, California",MARIE-FRANCE CONCEICAO,49,2.7,106269,MARIE-FRANCE,CONCEICAO
251,,0.517304485,4,low,0.811119905,Employed,3,"Hackensack, California",NAOMI SCHOENFELD,25,4.1,106263,NAOMI,SCHOENFELD
182,sales,,4,medium,0.491095166,Employed,2,"Brownsville, New Mexico",ROBERT COLLINS,34,4.7,106260,ROBERT,COLLINS
173,procurement,0.871298682,5,low,0.819213732,Employed,2,"Watsonville, California",DENISE CHEUNG,46,2.7,106259,DENISE,CHEUNG
188,product,,2,medium,0.483806987,Employed,3,"Elkhart, Washington",RODNEY TALAVERA,22,4.5,106257,RODNEY,TALAVERA
154,sales,0.530379573,2,medium,0.33289614,Left,3,"Pico Rivera, Virginia",PATRICK NAGLE,43,1.7,106250,PATRICK,NAGLE
147,engineering,0.956965837,4,medium,0.84075599,Employed,3,"Corpus Christi, Utah",THOMAS FESSLER,40,2.5,106221,THOMAS,FESSLER
251,support,0.562230821,3,medium,0.536982862,Employed,3,"Union City, Michigan",TONIA VEGA,32,4.1,106213,TONIA,VEGA
233,support,0.569158252,4,medium,0.688717767,Employed,2,"La Puente, California",KEELY ZAHN,38,4.8,106212,KEELY,ZAHN
167,support,0.732324071,2,medium,0.582886418,Employed,2,"Chesapeake, Illinois",QIANA WASHINGTON,34,4.8,106210,QIANA,WASHINGTON
173,support,0.878253362,5,high,0.584016877,Employed,2,"Downey, Florida",GREGORY WONG,38,4,106208,GREGORY,WONG
251,engineering,0.94288911,4,medium,0.904371704,Left,5,"Norwalk, Illinois",ROSE HUANG,40,2,106193,ROSE,HUANG
157,sales,0.584578869,3,medium,0.680294534,Employed,4,"Springfield, Illinois",LEONARD PERALTA,46,1.8,106189,LEONARD,PERALTA
279,sales,0.834558698,6,low,0.069080677,Left,4,"Burnsville, Missouri",MARSHA CALIMLIM,31,4.8,106187,MARSHA,CALIMLIM
144,engineering,0.646774043,5,medium,0.236423931,Employed,6,"Mishawaka, California",ANTHONY YU,44,1.7,106171,ANTHONY,YU
225,information_technology,0.770124372,5,low,0.463851271,Employed,4,"Rochester, Wyoming",JULIE WU,39,4.7,106168,JULIE,WU
232,support,0.958591758,3,medium,0.539756819,Employed,2,"Abilene, Kansas",WAYNE LEE,44,2.8,106152,WAYNE,LEE
195,support,0.651564603,5,low,0.923313292,Left,6,"Louisville/Jefferson County, Florida",JAMES BALSHAM,37,4.8,106143,JAMES,BALSHAM
148,,0.760301296,4,medium,0.138329974,Employed,5,"Hurst, California",ALFONSO HERNANDEZ,35,4,106136,ALFONSO,HERNANDEZ
275,support,0.923298136,6,low,0.100559898,Left,4,"Perth Amboy, Colorado",JOSEPH CHAN,47,1.7,106128,JOSEPH,CHAN
268,finance,0.892191516,3,medium,0.648993051,Employed,4,"Harrisonburg, Texas",STEVEN HUTCHINSON,28,4,106122,STEVEN,HUTCHINSON
236,marketing,0.913934884,5,medium,0.740481505,Left,5,"Moorhead, California",DUSTIN NUNNERY,29,4.1,106121,DUSTIN,NUNNERY
242,sales,0.63494,3,low,0.931412718,Employed,5,"Carrollton, North Carolina",LUONG KHUU,41,2.2,106119,LUONG,KHUU
161,sales,0.490100859,3,low,0.769047742,Employed,3,"Sacramento, Massachusetts",ANGIE LEE,37,4.3,106113,ANGIE,LEE
157,sales,,2,low,0.391046672,Left,3,"Mission Viejo, Connecticut",ELIZABETH FOY,27,4.7,106105,ELIZABETH,FOY
281,IT,0.473875465,4,low,0.745682832,Employed,3,"Pasadena, Minnesota",SHAWN MCINTYRE,29,4.5,106098,SHAWN,MCINTYRE
215,admin,0.897595473,3,medium,0.571996904,Employed,2,"Skokie, Wisconsin",KATHLEEN SAKELARIS,23,4.2,106087,KATHLEEN,SAKELARIS
281,finance,0.694572638,5,medium,0.191346125,Employed,4,"Gresham, Michigan",HECTOR ALMANZA,21,4,106086,HECTOR,ALMANZA
245,product,0.838518083,5,medium,0.947442639,Employed,3,"Kalamazoo, North Carolina",TERESA FOX,36,4,106082,TERESA,FOX
172,sales,0.599793165,5,medium,0.885622275,Employed,3,"Fayetteville, Alabama",ALLEN VUGRINCIC,44,1.5,106060,ALLEN,VUGRINCIC
127,sales,0.617004217,4,low,0.178352704,Employed,8,"Wichita, Washington",STEPHEN HOGAN,40,1.1,106057,STEPHEN,HOGAN
205,product,0.930653747,3,high,0.728888569,Employed,3,"Lynchburg, Michigan",ANGELO WILSON,37,4.8,106055,ANGELO,WILSON
196,admin,0.67691695,4,medium,0.816925133,Employed,2,"Atlantic City, Massachusetts",ROBB BURY,38,4.3,106028,ROBB,BURY
133,admin,0.567405465,2,low,0.387196959,Left,3,"Barnstable Town, California",NAPOLEON KHALILNAJI,31,4.5,106028,NAPOLEON,KHALILNAJI
298,IT,0.860697731,5,low,0.151237279,Left,4,"Brentwood, Florida",FRANKLIN JOHNSON,35,4.5,106028,FRANKLIN,JOHNSON
161,sales,0.858754277,4,high,0.774286655,Employed,3,"Sugar Land, North Dakota",SHERRI ANDERSON,37,4.9,106028,SHERRI,ANDERSON
145,finance,1,4,medium,0.891078939,Employed,3,"Commerce City, Rhode Island",MARK WALLS,41,2.4,106025,MARK,WALLS
267,engineering,0.989152331,5,low,0.69197359,Left,5,"Cleveland, Illinois",TRACEY PACKER,47,1.7,106016,TRACEY,PACKER
238,product,0.918133277,5,low,0.790171342,Left,5,"Farmington Hills, Florida",FRANCIS MELLERA III,26,4.8,106011,FRANCIS,MELLERA
187,marketing,0.822345249,3,low,0.847395651,Employed,3,"Salem, California",TYRONE BURNEY,25,4.5,106010,TYRONE,BURNEY
240,support,,4,medium,0.693674245,Employed,2,"Sandy Springs, Michigan",ANDREW WALLACE,31,4.4,106006,ANDREW,WALLACE
149,finance,0.59427731,2,low,0.422413381,Left,3,"Vista, Texas",FERNANDO JIMENEZ,29,4.9,105999,FERNANDO,JIMENEZ
147,sales,,2,low,0.411906158,Left,3,"Apple Valley, Indiana",DIANE JASINSKI,41,1.9,105995,DIANE,JASINSKI
181,marketing,,4,medium,0.538570033,Employed,3,"Hoffman Estates, Oregon",NANCY LOO-MANNING,26,4.2,105992,NANCY,LOO-MANNING
141,engineering,0.636097154,4,low,0.522579788,Employed,3,"Shelton, Texas",ANA CLAUDIA PEREIRA,24,4.6,105990,ANA,CLAUDIA
222,product,0.928233098,5,low,0.883762731,Left,6,"Council Bluffs, Virginia",PETER HAMILTON,43,2.6,105987,PETER,HAMILTON
153,sales,0.442136272,2,low,0.360478782,Left,3,"Skokie, Indiana",MARTIN CAMPION,25,4.1,105983,MARTIN,CAMPION
192,engineering,0.455586173,5,medium,0.51486621,Employed,2,"Huntsville, California",EUGENIA PEREZ,23,4,105981,EUGENIA,PEREZ
287,support,0.97116301,7,medium,0.078503769,Left,4,"Orlando, Texas",JOHN SIMS,33,4.2,105980,JOHN,SIMS
132,support,0.552699976,2,low,0.411863074,Left,3,"Lewisville, Iowa",RICHARD BALMY,29,4.2,105980,RICHARD,BALMY
245,,0.925012398,5,low,0.261005678,Employed,4,"Berwyn, California",GARY GODFREY,32,4.5,105973,GARY,GODFREY
168,sales,0.442338765,5,high,0.712346446,Employed,6,"Wilkes-Barre, Georgia",BRENDA MITCHELL,36,4.7,105972,BRENDA,MITCHELL
165,marketing,0.320953459,4,medium,0.606603965,Employed,6,"Casper, Ohio",LISA PAGAN,21,4.5,105969,LISA,PAGAN
267,product,0.965261315,4,low,0.811734991,Left,5,"Escondido, California",WAYNE WONG,35,4.4,105969,WAYNE,WONG
237,sales,0.828944782,3,low,0.971195335,Employed,4,"Portland, Ohio",SILVIA CASTELLANOS,40,1.8,105969,SILVIA,CASTELLANOS
222,engineering,0.507545961,3,low,0.771873415,Employed,4,"Boulder, California",DEREK FLIESS,36,4.3,105969,DEREK,FLIESS
168,finance,0.73592859,5,medium,0.700957746,Employed,2,"Brookhaven, Minnesota",TIMMOTHY FELTON,42,3.8,105967,TIMMOTHY,FELTON
222,IT,0.774822985,3,medium,0.731772284,Employed,3,"St. Paul, California",GEORGE BIBBINS,33,4.1,105967,GEORGE,BIBBINS
141,sales,0.548344923,3,low,0.648433552,Employed,2,"DeKalb, Illinois",THOMAS ANDERSON,26,4.1,105967,THOMAS,ANDERSON
266,marketing,0.786608213,5,medium,0.694283885,Employed,3,"Greenacres, California",KIM LIN,31,4.7,105967,KIM,LIN
260,finance,0.574957522,5,medium,0.823517546,Employed,2,"Rogers, Florida",JEFF LEANO,28,4.5,105967,JEFF,LEANO
157,sales,0.626734658,3,low,0.746894179,Employed,2,"Mankato, Massachusetts",ERIC GOLDMAN,30,4.3,105967,ERIC,GOLDMAN
210,product,0.721964669,5,low,0.984122798,Employed,2,"Fargo, New York",SHAWN HOLLE,24,4.8,105967,SHAWN,HOLLE
168,sales,0.728413688,4,high,0.802409296,Employed,3,"Beaverton, Florida",PHILLIP CALHOUN,47,2.7,105967,PHILLIP,CALHOUN
143,sales,0.767995341,2,medium,0.582186934,Employed,6,"Mesa, Illinois",VIRGINIA ST JEAN,21,4.4,105966,VIRGINIA,ST
149,sales,0.652129024,5,medium,0.137719404,Employed,7,"Roseville, Mississippi",MAHMOOD MUNSHI,31,4,105963,MAHMOOD,MUNSHI
198,engineering,0.811291251,3,low,0.813117871,Employed,2,"West Allis, Texas",RUSSELL STANTON,26,4.8,105962,RUSSELL,STANTON
147,management,0.573170096,2,low,0.438910281,Left,3,"Crystal Lake, Florida",DANNY NGUYEN,47,3.5,105961,DANNY,NGUYEN
167,sales,0.71160426,5,low,0.681483861,Employed,2,"New Brunswick, Illinois",JOHN BILLOVITS,46,1.7,105955,JOHN,BILLOVITS
270,sales,0.665207836,3,medium,0.550070644,Employed,2,"Jackson, California",WINNIE YUK,31,4.8,105951,WINNIE,YUK
209,engineering,0.584303178,3,low,0.768399669,Employed,3,"National City, California",DANIEL FROSS,48,3.7,105945,DANIEL,FROSS
178,support,,4,medium,0.956393768,Employed,3,"Elyria, Oregon",NANNIE TURRELL,43,3.5,105937,NANNIE,TURRELL
282,product,0.996623467,6,low,0.162765016,Employed,4,"Toledo, Texas",KANCHANA GADDIPATI,23,4.1,105931,KANCHANA,GADDIPATI
214,sales,0.550436519,4,low,0.519277612,Employed,3,"Farmington, North Carolina",SANDON CHEUNG,42,1.3,105915,SANDON,CHEUNG
230,sales,0.673441065,5,medium,0.595756997,Employed,3,"Pembroke Pines, Utah",EDWARD GREENE,49,3.9,105905,EDWARD,GREENE
259,sales,0.974469949,4,low,0.797601465,Left,5,"Chapel Hill, Florida",FRANCIS CUMMINGS III,33,4,105894,FRANCIS,CUMMINGS
280,engineering,0.822292245,6,low,0.90332718,Employed,3,"Jupiter, Alabama",MELISSA BENZINGER,23,4.7,105886,MELISSA,BENZINGER
153,product,0.569276679,2,medium,0.452674885,Left,3,"Delray Beach, New Jersey",RUO HUA ZHOU,29,4.3,105883,RUO,HUA
154,support,0.94059375,4,medium,0.796942008,Employed,4,"Covina, California",ARTHUR JEW,48,3.2,105876,ARTHUR,JEW
173,management,0.843111904,2,high,0.781630146,Employed,2,"Burbank, Washington",JESUS PUN,23,4,105866,JESUS,PUN
260,product,0.648984511,5,high,0.550550977,Employed,2,"East Orange, Colorado",GLORINA CRISOSTOMO,31,4.3,105852,GLORINA,CRISOSTOMO
140,sales,0.559640041,4,low,0.524975653,Employed,2,"Wauwatosa, Wisconsin",ALLYSON VILLANUEVA,36,4.7,105843,ALLYSON,VILLANUEVA
137,product,0.939938439,6,low,0.980537273,Employed,8,"Kirkland, California",KENNETH MA,43,1.6,105828,KENNETH,MA
206,,0.865003048,4,medium,0.728106508,Left,4,"Peabody, California",RICHARD TRUONG,41,1.7,105826,RICHARD,TRUONG
259,product,0.590967204,3,low,0.918934835,Employed,3,"Alhambra, New Jersey",CURTIS MCMILLAN,40,3.4,105826,CURTIS,MCMILLAN
224,sales,0.956484798,5,low,0.937563523,Left,5,"Portsmouth, Utah",ROSE BALTAZAR,24,4,105816,ROSE,BALTAZAR
176,management,0.529482152,4,medium,0.966456683,Employed,8,"Bellevue, Arkansas",STEPHEN SOLNIT,26,4.8,105814,STEPHEN,SOLNIT
156,sales,,2,medium,0.41437528,Left,3,"Athens-Clarke County, Illinois",RICHARD LEE,42,2.9,105801,RICHARD,LEE
269,sales,0.747636927,5,low,1,Employed,3,"St. Clair Shores, Virginia",MARK BYERS,38,4.6,105800,MARK,BYERS
254,support,0.734428491,4,low,0.598308563,Employed,3,"Glendale, Florida",JOSEPH YU,46,2.5,105783,JOSEPH,YU
150,engineering,0.64261633,4,low,0.512391889,Employed,4,"Seattle, Florida",MARTHA HAWTHORNE,21,4.6,105778,MARTHA,HAWTHORNE
150,engineering,0.880739169,4,low,0.664685807,Employed,3,"Jurupa Valley, Texas",JEREMY BOWLES,25,4.8,105771,JEREMY,BOWLES
204,marketing,0.637365113,4,medium,0.541817804,Employed,4,"Calexico, California",ROGELIA PULMANO,21,4.7,105757,ROGELIA,PULMANO
258,finance,0.997925,4,low,0.881211027,Left,5,"Bremerton, Michigan",JOSEPH PETRELLA,28,4.7,105755,JOSEPH,PETRELLA
264,IT,0.832291782,2,medium,1,Employed,3,"Westerville, New Jersey",WESLEY JOHNSON,31,4.3,105754,WESLEY,JOHNSON
266,sales,0.553342936,4,low,0.768579492,Employed,3,"Greenville, California",ROBERT RUECA,28,4.6,105749,ROBERT,RUECA
167,IT,,3,medium,0.597699494,Employed,3,"Bethlehem, Florida",NATALIYA KUZINA,29,4.5,105742,NATALIYA,KUZINA
247,sales,0.735857952,4,medium,0.129433499,Employed,3,"Covina, California",KEVIN WINCH,21,4.4,105735,KEVIN,WINCH
244,sales,0.881724853,4,low,0.5025528,Employed,3,"Milwaukee, Florida",WAIKIT AUYEUNG,37,4,105733,WAIKIT,AUYEUNG
171,IT,0.726174012,5,low,0.94025499,Employed,3,"Independence, California",IMRAN SHAKUR,27,4.2,105730,IMRAN,SHAKUR
298,support,0.759827721,6,medium,0.045580706,Left,4,"Richardson, California",DAVID FONG,27,4.6,105725,DAVID,FONG
262,support,0.913474132,4,low,0.866144851,Left,6,"Provo, Connecticut",MAY DEA,33,4.6,105724,MAY,DEA
160,engineering,0.569310464,5,medium,0.108242134,Employed,5,"Santa Clara, Georgia",RICARDO JIMENEZ,36,4.2,105716,RICARDO,JIMENEZ
200,sales,0.92747552,4,medium,0.778188736,Employed,3,"Salt Lake City, Florida",JIMMY KIRK,35,4.3,105704,JIMMY,KIRK
222,finance,,4,high,0.762685896,Employed,2,"Normal, California",DANIEL MCGUIRE,26,4.7,105699,DANIEL,MCGUIRE
196,marketing,0.890876752,4,high,1,Employed,2,"Stanton, Missouri",CHARLES GATSON,26,4.8,105694,CHARLES,GATSON
241,IT,,4,low,0.782729372,Employed,2,"Round Rock, California",PAULER IM,31,4,105692,PAULER,IM
222,engineering,0.65536758,5,low,0.841860456,Employed,4,"Tucson, Utah",KENNETH BURKE,32,4,105681,KENNETH,BURKE
211,engineering,0.572761256,3,low,0.476592629,Employed,4,"Arvada, Massachusetts",ROLAND DAVANTES,37,4.5,105676,ROLAND,DAVANTES
175,IT,,5,low,0.797073727,Employed,3,"Rocklin, West Virginia",DENNIS DAY,28,4.6,105649,DENNIS,DAY
265,engineering,0.835533687,5,medium,0.951082215,Left,5,"Dearborn, Kansas",STACY YOUNGBLOOD,23,4.5,105646,STACY,YOUNGBLOOD
270,finance,0.915654785,4,medium,0.835241006,Employed,10,"Beverly, Illinois",MICHAEL PHILLIPS,24,4.7,105646,MICHAEL,PHILLIPS
261,sales,0.93489406,5,medium,0.790933569,Left,6,"San Angelo, Florida",NATASHA MIHAL,47,3.7,105644,NATASHA,MIHAL
176,engineering,0.663428855,3,low,0.698950545,Employed,3,"Albuquerque, Kansas",NINFA ALVAREZ-PLEITES,32,4.2,105643,NINFA,ALVAREZ-PLEITES
245,engineering,0.575662356,4,low,0.578796328,Employed,2,"Westerville, Mississippi",HUGO GRAY,45,1.2,105632,HUGO,GRAY
193,IT,0.356862685,3,low,0.290668171,Employed,3,"Montgomery, California",KENNETH BOSSO-JR,25,4.4,105632,KENNETH,BOSSO-JR
132,IT,0.772538928,5,low,0.569204748,Left,6,"Spartanburg, Florida",BROOKS FENTON,37,4.9,105631,BROOKS,FENTON
129,support,0.400704605,2,medium,0.411473146,Left,3,"Urbana, Tennessee",RICHARD DERENZI,44,2.2,105625,RICHARD,DERENZI
196,support,0.763919948,5,low,0.216100286,Employed,5,"Monroe, California",RUVINSON BALDOVINO,41,3.5,105622,RUVINSON,BALDOVINO
151,engineering,0.588327565,5,low,0.242157747,Employed,4,"Palm Coast, Florida",DUSTIN WHITE,23,4.2,105617,DUSTIN,WHITE
239,engineering,0.770565833,4,medium,0.598366225,Employed,2,"Richardson, Indiana",MELVIN SMITH,41,2,105615,MELVIN,SMITH
228,,0.990338897,4,low,0.799834743,Left,5,"Pleasanton, Oregon",MICHELLE BARRY,39,4.4,105615,MICHELLE,BARRY
267,management,0.897080234,7,medium,0.147264116,Left,4,"Maricopa, Indiana",MONIQUE DEROUEN,26,4.1,105610,MONIQUE,DEROUEN
126,temp,,2,low,,Employed,,"Mesa, New Jersey",DANIEL LEE,48,3.3,105609,DANIEL,LEE
285,support,0.897869821,6,medium,0.136433781,Left,4,"North Port, California",DOLOTRENNE VITALES,32,4.5,105606,DOLOTRENNE,VITALES
229,sales,0.853523568,6,medium,0.264104146,Employed,8,"Oakley, Connecticut",BRODERICK ELTON,43,2.8,105603,BRODERICK,ELTON
260,support,,5,medium,0.986669871,Employed,3,"Fort Lauderdale, Iowa",WILLIAM JAMES,41,1.6,105601,WILLIAM,JAMES
156,sales,0.789348491,3,medium,0.491474533,Employed,7,"Suffolk, Oregon",SIMEON VILLALUNA,27,4.3,105598,SIMEON,VILLALUNA
225,sales,0.819783578,3,high,0.990445994,Employed,2,"Romeoville, Ohio",GEORGE ANTONIOTTI,44,3.5,105593,GEORGE,ANTONIOTTI
253,sales,0.869808313,6,medium,0.141084064,Left,4,"Victorville, Ohio",SAMUEL VIGIL,44,1.7,105585,SAMUEL,VIGIL
194,sales,0.746115324,5,medium,1,Employed,7,"Jackson, California",HANNAH STAROSELSKY,20,4.8,105579,HANNAH,STAROSELSKY
286,sales,0.518216016,2,medium,0.575590377,Employed,3,"Palatine, Massachusetts",CARLTON TIAMSON,33,4.5,105560,CARLTON,TIAMSON
126,engineering,0.501122549,2,low,0.407193039,Left,3,"San Clemente, Pennsylvania",ALTON CHINN,27,4.5,105554,ALTON,CHINN
264,IT,0.923306237,6,low,0.158483934,Left,4,"Union City, California",KEVIN NGUYEN,35,4.1,105554,KEVIN,NGUYEN
274,sales,0.77974422,3,medium,0.852713315,Employed,2,"North Little Rock, Virginia",ANDY CHOW,34,4.8,105554,ANDY,CHOW
245,IT,0.68004499,3,low,0.582181692,Employed,4,"Hurst, Texas",RODERICK MILLS,42,2.3,105553,RODERICK,MILLS
148,marketing,1,3,low,0.922457109,Employed,3,"Pearland, Georgia",CHRISTINA CHAN,30,4.9,105551,CHRISTINA,CHAN
123,finance,,3,medium,0.473050722,Employed,3,"Hialeah, Colorado",ANITA ROBERTS,40,1.6,105533,ANITA,ROBERTS
128,support,0.574501826,5,low,1,Employed,5,"Meridian, Oklahoma",ALENA CARROLL,22,4.6,105533,ALENA,CARROLL
242,product,0.550371982,3,low,0.616610063,Employed,3,"Columbus, California",SHAONA CHEN,49,2.8,105530,SHAONA,CHEN
224,IT,0.459000544,3,low,0.626858019,Employed,3,"Burlington, Massachusetts",AILEEN ALBA,26,4.1,105527,AILEEN,ALBA
141,engineering,0.501113706,2,medium,0.391877499,Left,3,"Los Angeles, Virginia",JOHN ULLOM,48,3.7,105526,JOHN,ULLOM
145,support,0.817602979,4,medium,0.684570765,Employed,4,"Indianapolis, Wisconsin",MAURICE VALENTINE,43,3.9,105518,MAURICE,VALENTINE
206,information_technology,0.812458841,3,medium,0.57651614,Employed,4,"White Plains, Texas",MARK LUI,35,4.2,105515,MARK,LUI
151,management,,4,medium,0.545669412,Employed,2,"Waterloo, Massachusetts",DAO LE,40,1.9,105497,DAO,LE
154,IT,0.839423307,3,low,0.904611296,Employed,3,"Yonkers, Texas",JOHN MCGEE,31,4.2,105490,JOHN,MCGEE
164,IT,0.648873832,3,high,0.762221851,Employed,3,"Charlottesville, Florida",LEDA YOUNG,33,4.3,105489,LEDA,YOUNG
232,sales,0.436912899,5,medium,0.664634277,Employed,4,"Los Angeles, Ohio",SHEILA MAXWELL,49,2.3,105489,SHEILA,MAXWELL
252,engineering,0.793344131,6,low,0.119461616,Left,4,"Lake Elsinore, Texas",LYDIA ZAVERUKHA,28,4.9,105489,LYDIA,ZAVERUKHA
147,product,0.445390804,4,medium,0.81030469,Employed,2,"Kentwood, South Carolina",KALLY IP,38,4.5,105489,KALLY,IP
197,support,,4,low,0.744370506,Employed,3,"Indianapolis, Florida",VANESSA CONRAD,30,4.4,105489,VANESSA,CONRAD
255,engineering,,4,low,0.52520896,Employed,3,"Bountiful, Michigan",THERESE BURKE,29,4.5,105489,THERESE,BURKE
135,temp,,2,low,,Employed,,"Northglenn, Connecticut",KOFO EGBEYEMI-DOMINGO,41,2.8,105489,KOFO,EGBEYEMI-DOMINGO
272,IT,0.87917953,5,medium,0.771635221,Left,5,"Denver, Texas",MARILYN YEH,36,4.3,105489,MARILYN,YEH
263,IT,0.547511897,5,medium,0.864700535,Employed,8,"Canton, Georgia",HALA HIJAZI,43,3,105489,HALA,HIJAZI
236,sales,0.763985681,3,medium,1,Employed,2,"Gary, California",GEORGE ONYEMEM,27,4.1,105489,GEORGE,ONYEMEM
149,marketing,0.39470582,3,low,0.484929723,Employed,3,"Bethlehem, Florida",LAWRENCE BROWN,37,4.6,105489,LAWRENCE,BROWN
187,sales,0.610122158,5,low,0.578012033,Employed,2,"Bellevue, Colorado",ELAINE GEE,48,3.9,105489,ELAINE,GEE
244,support,0.848186573,4,high,1,Employed,3,"Waco, Texas",BONITA MCGEE,41,2.8,105489,BONITA,MCGEE
140,admin,0.816348473,4,low,0.620521664,Employed,3,"Minneapolis, Georgia",WALTON WONG,40,2.2,105489,WALTON,WONG
180,engineering,0.414835811,4,medium,0.52413373,Employed,3,"Bend, Massachusetts",LEIGH PHILLIPS,23,4.7,105489,LEIGH,PHILLIPS
247,engineering,0.868890602,5,medium,0.808141404,Employed,2,"Wauwatosa, Alabama",PAUSON YUN,28,4,105489,PAUSON,YUN
190,marketing,0.712270817,2,medium,0.520649753,Employed,8,"Salem, Ohio",LEV KUSHNER,47,1,105489,LEV,KUSHNER
171,finance,0.579751611,5,medium,0.574733491,Employed,2,"Antioch, Arizona",NORBERT DUNHAM JR,28,4.1,105489,NORBERT,DUNHAM
227,sales,0.917060703,5,medium,0.394422372,Employed,5,"Elkhart, California",LESLIE LEVITAS-MARTIN,43,2.7,105489,LESLIE,LEVITAS-MARTIN
142,marketing,0.782776393,4,medium,0.787270369,Employed,2,"Collierville, Texas",MAUREEN BARRY,38,4.2,105489,MAUREEN,BARRY
129,management,0.710950679,3,high,0.915343188,Employed,3,"Livermore, Tennessee",SEAN MCFADDEN,49,2,105489,SEAN,MCFADDEN
145,engineering,,4,low,0.776759075,Employed,3,"Plano, Michigan",ANNA WONG,45,2.2,105489,ANNA,WONG
244,sales,,4,low,0.484187371,Employed,3,"Hamilton, Michigan",JULIE LEE,33,4,105489,JULIE,LEE
195,sales,0.503925575,5,low,0.515473349,Employed,3,"Huntington Beach, Connecticut",DANA LANG,43,3.2,105489,DANA,LANG
258,IT,0.787080258,5,low,0.509901345,Employed,2,"Kalamazoo, Alabama",JOLIE GINES,24,4.5,105489,JOLIE,GINES
263,management,0.957646216,4,medium,0.882370943,Employed,3,"Garden Grove, Texas",JEANNE CHISHOLM,30,4.2,105489,JEANNE,CHISHOLM
239,sales,1,3,medium,0.71255037,Employed,4,"Phenix City, Florida",MARY KING-GORWKY,41,3.7,105489,MARY,KING-GORWKY
173,product,0.714460655,3,low,0.735087912,Employed,2,"Beaumont, Texas",FLORENCE ATANGAN,27,4.3,105489,FLORENCE,ATANGAN
220,procurement,0.958117894,3,low,0.906829684,Employed,3,"Schenectady, California",LORENA MARQUEZ,35,4.9,105489,LORENA,MARQUEZ
